INSURANCE,State,Region,AGECAT2,Age,Race,Gender,DEMENTIACAT,Count
MA,OK,South,65+,85+,Asian,Male,Highly Likely,77
MA,OK,South,65+,85+,Asian,Female,Highly Likely,67
MA,OK,South,65+,85+,Other,Male,Highly Likely,142
MA,OK,South,65+,85+,Other,Female,Highly Likely,197
MA,OK,South,65+,85+,AI/AN,Male,Highly Likely,
MA,OK,South,65+,85+,AI/AN,Female,Highly Likely,
MA,OR,West,0-64,<65,White,Male,Highly Likely,14152
MA,OR,West,0-64,<65,White,Female,Highly Likely,15692
MA,OR,West,0-64,<65,Black,Male,Highly Likely,644
MA,OR,West,0-64,<65,Black,Female,Highly Likely,706
MA,OR,West,0-64,<65,Hispanic,Male,Highly Likely,124
MA,OR,West,0-64,<65,Hispanic,Female,Highly Likely,115
MA,OR,West,0-64,<65,Asian,Male,Highly Likely,351
MA,OR,West,0-64,<65,Asian,Female,Highly Likely,461
MA,OR,West,0-64,<65,Other,Male,Highly Likely,812
MA,OR,West,0-64,<65,Other,Female,Highly Likely,983
MA,OR,West,0-64,<65,AI/AN,Male,Highly Likely,203
MA,OR,West,0-64,<65,AI/AN,Female,Highly Likely,214
MA,OR,West,65+,65-69,White,Male,Highly Likely,34243
MA,OR,West,65+,65-69,White,Female,Highly Likely,44547
MA,OR,West,65+,65-69,Black,Male,Highly Likely,667
MA,OR,West,65+,65-69,Black,Female,Highly Likely,733
MA,OR,West,65+,65-69,Hispanic,Male,Highly Likely,291
MA,OR,West,65+,65-69,Hispanic,Female,Highly Likely,345
MA,OR,West,65+,65-69,Asian,Male,Highly Likely,1115
MA,OR,West,65+,65-69,Asian,Female,Highly Likely,1769
MA,OR,West,65+,65-69,Other,Male,Highly Likely,1321
MA,OR,West,65+,65-69,Other,Female,Highly Likely,1710
MA,OR,West,65+,65-69,AI/AN,Male,Highly Likely,120
MA,OR,West,65+,65-69,AI/AN,Female,Highly Likely,188
MA,OR,West,65+,70-74,White,Male,Highly Likely,41629
MA,OR,West,65+,70-74,White,Female,Highly Likely,55131
MA,OR,West,65+,70-74,Black,Male,Highly Likely,662
MA,OR,West,65+,70-74,Black,Female,Highly Likely,723
MA,OR,West,65+,70-74,Hispanic,Male,Highly Likely,373
MA,OR,West,65+,70-74,Hispanic,Female,Highly Likely,506
MA,OR,West,65+,70-74,Asian,Male,Highly Likely,1403
MA,OR,West,65+,70-74,Asian,Female,Highly Likely,2048
MA,OR,West,65+,70-74,Other,Male,Highly Likely,1366
MA,OR,West,65+,70-74,Other,Female,Highly Likely,1755
MA,OR,West,65+,70-74,AI/AN,Male,Highly Likely,162
MA,OR,West,65+,70-74,AI/AN,Female,Highly Likely,261
MA,OR,West,65+,75-79,White,Male,Highly Likely,32233
MA,OR,West,65+,75-79,White,Female,Highly Likely,39914
MA,OR,West,65+,75-79,Black,Male,Highly Likely,312
MA,OR,West,65+,75-79,Black,Female,Highly Likely,481
MA,OR,West,65+,75-79,Hispanic,Male,Highly Likely,352
MA,OR,West,65+,75-79,Hispanic,Female,Highly Likely,403
MA,OR,West,65+,75-79,Asian,Male,Highly Likely,982
MA,OR,West,65+,75-79,Asian,Female,Highly Likely,1306
MA,OR,West,65+,75-79,Other,Male,Highly Likely,904
MA,OR,West,65+,75-79,Other,Female,Highly Likely,1153
MA,OR,West,65+,75-79,AI/AN,Male,Highly Likely,115
MA,OR,West,65+,75-79,AI/AN,Female,Highly Likely,189
MA,OR,West,65+,80-84,White,Male,Highly Likely,19258
MA,OR,West,65+,80-84,White,Female,Highly Likely,24922
MA,OR,West,65+,80-84,Black,Male,Highly Likely,222
MA,OR,West,65+,80-84,Black,Female,Highly Likely,340
MA,OR,West,65+,80-84,Hispanic,Male,Highly Likely,239
MA,OR,West,65+,80-84,Hispanic,Female,Highly Likely,284
MA,OR,West,65+,80-84,Asian,Male,Highly Likely,710
MA,OR,West,65+,80-84,Asian,Female,Highly Likely,843
MA,OR,West,65+,80-84,Other,Male,Highly Likely,496
MA,OR,West,65+,80-84,Other,Female,Highly Likely,740
MA,OR,West,65+,80-84,AI/AN,Male,Highly Likely,92
MA,OR,West,65+,80-84,AI/AN,Female,Highly Likely,97
MA,OR,West,65+,85+,White,Male,Highly Likely,17346
MA,OR,West,65+,85+,White,Female,Highly Likely,29487
MA,OR,West,65+,85+,Black,Male,Highly Likely,137
MA,OR,West,65+,85+,Black,Female,Highly Likely,347
MA,OR,West,65+,85+,Hispanic,Male,Highly Likely,148
MA,OR,West,65+,85+,Hispanic,Female,Highly Likely,238
MA,OR,West,65+,85+,Asian,Male,Highly Likely,574
MA,OR,West,65+,85+,Asian,Female,Highly Likely,899
MA,OR,West,65+,85+,Other,Male,Highly Likely,355
MA,OR,West,65+,85+,Other,Female,Highly Likely,570
MA,OR,West,65+,85+,AI/AN,Male,Highly Likely,65
MA,OR,West,65+,85+,AI/AN,Female,Highly Likely,137
MA,PA,Northeast,0-64,<65,White,Male,Highly Likely,54247
MA,PA,Northeast,0-64,<65,White,Female,Highly Likely,57489
MA,PA,Northeast,0-64,<65,Black,Male,Highly Likely,12772
MA,PA,Northeast,0-64,<65,Black,Female,Highly Likely,16985
MA,PA,Northeast,0-64,<65,Hispanic,Male,Highly Likely,327
MA,PA,Northeast,0-64,<65,Hispanic,Female,Highly Likely,277
MA,PA,Northeast,0-64,<65,Asian,Male,Highly Likely,521
MA,PA,Northeast,0-64,<65,Asian,Female,Highly Likely,544
MA,PA,Northeast,0-64,<65,Other,Male,Highly Likely,6230
MA,PA,Northeast,0-64,<65,Other,Female,Highly Likely,7107
MA,PA,Northeast,0-64,<65,AI/AN,Male,Highly Likely,59
MA,PA,Northeast,0-64,<65,AI/AN,Female,Highly Likely,59
MA,PA,Northeast,65+,65-69,White,Male,Highly Likely,87074
MA,PA,Northeast,65+,65-69,White,Female,Highly Likely,100905
MA,PA,Northeast,65+,65-69,Black,Male,Highly Likely,10511
MA,PA,Northeast,65+,65-69,Black,Female,Highly Likely,15192
MA,PA,Northeast,65+,65-69,Hispanic,Male,Highly Likely,371
MA,PA,Northeast,65+,65-69,Hispanic,Female,Highly Likely,412
MA,PA,Northeast,65+,65-69,Asian,Male,Highly Likely,1813
MA,PA,Northeast,65+,65-69,Asian,Female,Highly Likely,2258
MA,PA,Northeast,65+,65-69,Other,Male,Highly Likely,3706
MA,PA,Northeast,65+,65-69,Other,Female,Highly Likely,4504
MA,PA,Northeast,65+,65-69,AI/AN,Male,Highly Likely,18
MA,PA,Northeast,65+,65-69,AI/AN,Female,Highly Likely,41
MA,PA,Northeast,65+,70-74,White,Male,Highly Likely,101988
MA,PA,Northeast,65+,70-74,White,Female,Highly Likely,128110
MA,PA,Northeast,65+,70-74,Black,Male,Highly Likely,9912
MA,PA,Northeast,65+,70-74,Black,Female,Highly Likely,16420
MA,PA,Northeast,65+,70-74,Hispanic,Male,Highly Likely,713
MA,PA,Northeast,65+,70-74,Hispanic,Female,Highly Likely,640
MA,PA,Northeast,65+,70-74,Asian,Male,Highly Likely,2223
MA,PA,Northeast,65+,70-74,Asian,Female,Highly Likely,2638
MA,PA,Northeast,65+,70-74,Other,Male,Highly Likely,3773
MA,PA,Northeast,65+,70-74,Other,Female,Highly Likely,5108
MA,PA,Northeast,65+,70-74,AI/AN,Male,Highly Likely,
MA,PA,Northeast,65+,70-74,AI/AN,Female,Highly Likely,
MA,PA,Northeast,65+,75-79,White,Male,Highly Likely,84741
MA,PA,Northeast,65+,75-79,White,Female,Highly Likely,107848
MA,PA,Northeast,65+,75-79,Black,Male,Highly Likely,6416
MA,PA,Northeast,65+,75-79,Black,Female,Highly Likely,11262
MA,PA,Northeast,65+,75-79,Hispanic,Male,Highly Likely,780
MA,PA,Northeast,65+,75-79,Hispanic,Female,Highly Likely,575
MA,PA,Northeast,65+,75-79,Asian,Male,Highly Likely,1703
MA,PA,Northeast,65+,75-79,Asian,Female,Highly Likely,1716
MA,PA,Northeast,65+,75-79,Other,Male,Highly Likely,2509
MA,PA,Northeast,65+,75-79,Other,Female,Highly Likely,3556
MA,PA,Northeast,65+,75-79,AI/AN,Male,Highly Likely,16
MA,PA,Northeast,65+,75-79,AI/AN,Female,Highly Likely,22
MA,PA,Northeast,65+,80-84,White,Male,Highly Likely,58285
MA,PA,Northeast,65+,80-84,White,Female,Highly Likely,79537
MA,PA,Northeast,65+,80-84,Black,Male,Highly Likely,4223
MA,PA,Northeast,65+,80-84,Black,Female,Highly Likely,8230
MA,PA,Northeast,65+,80-84,Hispanic,Male,Highly Likely,482
MA,PA,Northeast,65+,80-84,Hispanic,Female,Highly Likely,352
MA,PA,Northeast,65+,80-84,Asian,Male,Highly Likely,1090
MA,PA,Northeast,65+,80-84,Asian,Female,Highly Likely,1129
MA,PA,Northeast,65+,80-84,Other,Male,Highly Likely,1538
MA,PA,Northeast,65+,80-84,Other,Female,Highly Likely,2030
MA,PA,Northeast,65+,80-84,AI/AN,Male,Highly Likely,
MA,PA,Northeast,65+,80-84,AI/AN,Female,Highly Likely,
MA,PA,Northeast,65+,85+,White,Male,Highly Likely,57163
MA,PA,Northeast,65+,85+,White,Female,Highly Likely,100684
MA,PA,Northeast,65+,85+,Black,Male,Highly Likely,3426
MA,PA,Northeast,65+,85+,Black,Female,Highly Likely,9331
MA,PA,Northeast,65+,85+,Hispanic,Male,Highly Likely,236
MA,PA,Northeast,65+,85+,Hispanic,Female,Highly Likely,292
MA,PA,Northeast,65+,85+,Asian,Male,Highly Likely,812
MA,PA,Northeast,65+,85+,Asian,Female,Highly Likely,991
MA,PA,Northeast,65+,85+,Other,Male,Highly Likely,1114
MA,PA,Northeast,65+,85+,Other,Female,Highly Likely,1831
MA,PA,Northeast,65+,85+,AI/AN,Male,Highly Likely,
MA,PA,Northeast,65+,85+,AI/AN,Female,Highly Likely,
MA,RI,Northeast,0-64,<65,White,Male,Highly Likely,5553
MA,RI,Northeast,0-64,<65,White,Female,Highly Likely,6430
MA,RI,Northeast,0-64,<65,Black,Male,Highly Likely,618
MA,RI,Northeast,0-64,<65,Black,Female,Highly Likely,701
MA,RI,Northeast,0-64,<65,Hispanic,Male,Highly Likely,100
MA,RI,Northeast,0-64,<65,Hispanic,Female,Highly Likely,92
MA,RI,Northeast,0-64,<65,Asian,Male,Highly Likely,70
MA,RI,Northeast,0-64,<65,Asian,Female,Highly Likely,115
MA,RI,Northeast,0-64,<65,Other,Male,Highly Likely,1082
MA,RI,Northeast,0-64,<65,Other,Female,Highly Likely,1520
MA,RI,Northeast,0-64,<65,AI/AN,Male,Highly Likely,28
MA,RI,Northeast,0-64,<65,AI/AN,Female,Highly Likely,32
MA,RI,Northeast,65+,65-69,White,Male,Highly Likely,7397
MA,RI,Northeast,65+,65-69,White,Female,Highly Likely,9570
MA,RI,Northeast,65+,65-69,Black,Male,Highly Likely,357
MA,RI,Northeast,65+,65-69,Black,Female,Highly Likely,475
MA,RI,Northeast,65+,65-69,Hispanic,Male,Highly Likely,84
MA,RI,Northeast,65+,65-69,Hispanic,Female,Highly Likely,106
MA,RI,Northeast,65+,65-69,Asian,Male,Highly Likely,133
MA,RI,Northeast,65+,65-69,Asian,Female,Highly Likely,195
MA,RI,Northeast,65+,65-69,Other,Male,Highly Likely,837
MA,RI,Northeast,65+,65-69,Other,Female,Highly Likely,1188
MA,RI,Northeast,65+,65-69,AI/AN,Male,Highly Likely,
MA,RI,Northeast,65+,65-69,AI/AN,Female,Highly Likely,
MA,RI,Northeast,65+,70-74,White,Male,Highly Likely,8150
MA,RI,Northeast,65+,70-74,White,Female,Highly Likely,11005
MA,RI,Northeast,65+,70-74,Black,Male,Highly Likely,309
MA,RI,Northeast,65+,70-74,Black,Female,Highly Likely,427
MA,RI,Northeast,65+,70-74,Hispanic,Male,Highly Likely,127
MA,RI,Northeast,65+,70-74,Hispanic,Female,Highly Likely,116
MA,RI,Northeast,65+,70-74,Asian,Male,Highly Likely,188
MA,RI,Northeast,65+,70-74,Asian,Female,Highly Likely,208
MA,RI,Northeast,65+,70-74,Other,Male,Highly Likely,856
MA,RI,Northeast,65+,70-74,Other,Female,Highly Likely,1218
MA,RI,Northeast,65+,70-74,AI/AN,Male,Highly Likely,
MA,RI,Northeast,65+,70-74,AI/AN,Female,Highly Likely,
MA,RI,Northeast,65+,75-79,White,Male,Highly Likely,6320
MA,RI,Northeast,65+,75-79,White,Female,Highly Likely,8227
MA,RI,Northeast,65+,75-79,Black,Male,Highly Likely,209
MA,RI,Northeast,65+,75-79,Black,Female,Highly Likely,279
MA,RI,Northeast,65+,75-79,Hispanic,Male,Highly Likely,109
MA,RI,Northeast,65+,75-79,Hispanic,Female,Highly Likely,125
MA,RI,Northeast,65+,75-79,Asian,Male,Highly Likely,97
MA,RI,Northeast,65+,75-79,Asian,Female,Highly Likely,117
MA,RI,Northeast,65+,75-79,Other,Male,Highly Likely,597
MA,RI,Northeast,65+,75-79,Other,Female,Highly Likely,846
MA,RI,Northeast,65+,75-79,AI/AN,Male,Highly Likely,
MA,RI,Northeast,65+,75-79,AI/AN,Female,Highly Likely,
MA,RI,Northeast,65+,80-84,White,Male,Highly Likely,4166
MA,RI,Northeast,65+,80-84,White,Female,Highly Likely,6210
MA,RI,Northeast,65+,80-84,Black,Male,Highly Likely,127
MA,RI,Northeast,65+,80-84,Black,Female,Highly Likely,213
MA,RI,Northeast,65+,80-84,Hispanic,Male,Highly Likely,90
MA,RI,Northeast,65+,80-84,Hispanic,Female,Highly Likely,98
MA,RI,Northeast,65+,80-84,Asian,Male,Highly Likely,65
MA,RI,Northeast,65+,80-84,Asian,Female,Highly Likely,78
MA,RI,Northeast,65+,80-84,Other,Male,Highly Likely,400
MA,RI,Northeast,65+,80-84,Other,Female,Highly Likely,526
MA,RI,Northeast,65+,80-84,AI/AN,Male,Highly Likely,
MA,RI,Northeast,65+,80-84,AI/AN,Female,Highly Likely,
MA,RI,Northeast,65+,85+,White,Male,Highly Likely,4474
MA,RI,Northeast,65+,85+,White,Female,Highly Likely,9178
MA,RI,Northeast,65+,85+,Black,Male,Highly Likely,97
MA,RI,Northeast,65+,85+,Black,Female,Highly Likely,239
MA,RI,Northeast,65+,85+,Hispanic,Male,Highly Likely,67
MA,RI,Northeast,65+,85+,Hispanic,Female,Highly Likely,82
MA,RI,Northeast,65+,85+,Asian,Male,Highly Likely,61
MA,RI,Northeast,65+,85+,Asian,Female,Highly Likely,98
MA,RI,Northeast,65+,85+,Other,Male,Highly Likely,260
MA,RI,Northeast,65+,85+,Other,Female,Highly Likely,467
MA,RI,Northeast,65+,85+,AI/AN,Male,Highly Likely,
MA,RI,Northeast,65+,85+,AI/AN,Female,Highly Likely,
MA,SC,South,0-64,<65,White,Male,Highly Likely,18696
MA,SC,South,0-64,<65,White,Female,Highly Likely,21693
MA,SC,South,0-64,<65,Black,Male,Highly Likely,11207
MA,SC,South,0-64,<65,Black,Female,Highly Likely,15984
MA,SC,South,0-64,<65,Hispanic,Male,Highly Likely,72
MA,SC,South,0-64,<65,Hispanic,Female,Highly Likely,51
MA,SC,South,0-64,<65,Asian,Male,Highly Likely,89
MA,SC,South,0-64,<65,Asian,Female,Highly Likely,126
MA,SC,South,0-64,<65,Other,Male,Highly Likely,455
MA,SC,South,0-64,<65,Other,Female,Highly Likely,718
MA,SC,South,0-64,<65,AI/AN,Male,Highly Likely,44
MA,SC,South,0-64,<65,AI/AN,Female,Highly Likely,69
MA,SC,South,65+,65-69,White,Male,Highly Likely,21909
MA,SC,South,65+,65-69,White,Female,Highly Likely,26599
MA,SC,South,65+,65-69,Black,Male,Highly Likely,11326
MA,SC,South,65+,65-69,Black,Female,Highly Likely,16947
MA,SC,South,65+,65-69,Hispanic,Male,Highly Likely,82
MA,SC,South,65+,65-69,Hispanic,Female,Highly Likely,113
MA,SC,South,65+,65-69,Asian,Male,Highly Likely,299
MA,SC,South,65+,65-69,Asian,Female,Highly Likely,429
MA,SC,South,65+,65-69,Other,Male,Highly Likely,563
MA,SC,South,65+,65-69,Other,Female,Highly Likely,844
MA,SC,South,65+,65-69,AI/AN,Male,Highly Likely,22
MA,SC,South,65+,65-69,AI/AN,Female,Highly Likely,37
MA,SC,South,65+,70-74,White,Male,Highly Likely,24405
MA,SC,South,65+,70-74,White,Female,Highly Likely,30780
MA,SC,South,65+,70-74,Black,Male,Highly Likely,10635
MA,SC,South,65+,70-74,Black,Female,Highly Likely,16268
MA,SC,South,65+,70-74,Hispanic,Male,Highly Likely,141
MA,SC,South,65+,70-74,Hispanic,Female,Highly Likely,139
MA,SC,South,65+,70-74,Asian,Male,Highly Likely,341
MA,SC,South,65+,70-74,Asian,Female,Highly Likely,453
MA,SC,South,65+,70-74,Other,Male,Highly Likely,589
MA,SC,South,65+,70-74,Other,Female,Highly Likely,765
MA,SC,South,65+,70-74,AI/AN,Male,Highly Likely,29
MA,SC,South,65+,70-74,AI/AN,Female,Highly Likely,31
MA,SC,South,65+,75-79,White,Male,Highly Likely,18950
MA,SC,South,65+,75-79,White,Female,Highly Likely,22286
MA,SC,South,65+,75-79,Black,Male,Highly Likely,6530
MA,SC,South,65+,75-79,Black,Female,Highly Likely,10961
MA,SC,South,65+,75-79,Hispanic,Male,Highly Likely,144
MA,SC,South,65+,75-79,Hispanic,Female,Highly Likely,134
MA,SC,South,65+,75-79,Asian,Male,Highly Likely,248
MA,SC,South,65+,75-79,Asian,Female,Highly Likely,248
MA,SC,South,65+,75-79,Other,Male,Highly Likely,425
MA,SC,South,65+,75-79,Other,Female,Highly Likely,505
MA,SC,South,65+,75-79,AI/AN,Male,Highly Likely,14
MA,SC,South,65+,75-79,AI/AN,Female,Highly Likely,26
MA,SC,South,65+,80-84,White,Male,Highly Likely,10674
MA,SC,South,65+,80-84,White,Female,Highly Likely,13432
MA,SC,South,65+,80-84,Black,Male,Highly Likely,3732
MA,SC,South,65+,80-84,Black,Female,Highly Likely,6618
MA,SC,South,65+,80-84,Hispanic,Male,Highly Likely,81
MA,SC,South,65+,80-84,Hispanic,Female,Highly Likely,56
MA,SC,South,65+,80-84,Asian,Male,Highly Likely,159
MA,SC,South,65+,80-84,Asian,Female,Highly Likely,131
MA,SC,South,65+,80-84,Other,Male,Highly Likely,237
MA,SC,South,65+,80-84,Other,Female,Highly Likely,298
MA,SC,South,65+,80-84,AI/AN,Male,Highly Likely,
MA,SC,South,65+,80-84,AI/AN,Female,Highly Likely,
MA,SC,South,65+,85+,White,Male,Highly Likely,7561
MA,SC,South,65+,85+,White,Female,Highly Likely,12131
MA,SC,South,65+,85+,Black,Male,Highly Likely,2223
MA,SC,South,65+,85+,Black,Female,Highly Likely,6200
MA,SC,South,65+,85+,Hispanic,Male,Highly Likely,32
MA,SC,South,65+,85+,Hispanic,Female,Highly Likely,50
MA,SC,South,65+,85+,Asian,Male,Highly Likely,72
MA,SC,South,65+,85+,Asian,Female,Highly Likely,83
MA,SC,South,65+,85+,Other,Male,Highly Likely,149
MA,SC,South,65+,85+,Other,Female,Highly Likely,257
MA,SC,South,65+,85+,AI/AN,Male,Highly Likely,
MA,SC,South,65+,85+,AI/AN,Female,Highly Likely,
MA,SD,Midwest,0-64,<65,White,Male,Highly Likely,1140
MA,SD,Midwest,0-64,<65,White,Female,Highly Likely,1514
MA,SD,Midwest,0-64,<65,Black,Male,Highly Likely,36
MA,SD,Midwest,0-64,<65,Black,Female,Highly Likely,26
MA,SD,Midwest,0-64,<65,Hispanic,Male,Highly Likely,
MA,SD,Midwest,0-64,<65,Hispanic,Female,Highly Likely,
MA,SD,Midwest,0-64,<65,Asian,Male,Highly Likely,
MA,SD,Midwest,0-64,<65,Asian,Female,Highly Likely,
MA,SD,Midwest,0-64,<65,Other,Male,Highly Likely,29
MA,SD,Midwest,0-64,<65,Other,Female,Highly Likely,41
MA,SD,Midwest,0-64,<65,AI/AN,Male,Highly Likely,42
MA,SD,Midwest,0-64,<65,AI/AN,Female,Highly Likely,74
MA,SD,Midwest,65+,65-69,White,Male,Highly Likely,3127
MA,SD,Midwest,65+,65-69,White,Female,Highly Likely,3557
MA,SD,Midwest,65+,65-69,Black,Male,Highly Likely,26
MA,SD,Midwest,65+,65-69,Black,Female,Highly Likely,20
MA,SD,Midwest,65+,65-69,Hispanic,Male,Highly Likely,
MA,SD,Midwest,65+,65-69,Hispanic,Female,Highly Likely,
MA,SD,Midwest,65+,65-69,Asian,Male,Highly Likely,12
MA,SD,Midwest,65+,65-69,Asian,Female,Highly Likely,20
MA,SD,Midwest,65+,65-69,Other,Male,Highly Likely,32
MA,SD,Midwest,65+,65-69,Other,Female,Highly Likely,44
MA,SD,Midwest,65+,65-69,AI/AN,Male,Highly Likely,
MA,SD,Midwest,65+,65-69,AI/AN,Female,Highly Likely,
MA,SD,Midwest,65+,70-74,White,Male,Highly Likely,4260
MA,SD,Midwest,65+,70-74,White,Female,Highly Likely,4883
MA,SD,Midwest,65+,70-74,Black,Male,Highly Likely,13
MA,SD,Midwest,65+,70-74,Black,Female,Highly Likely,14
MA,SD,Midwest,65+,70-74,Hispanic,Male,Highly Likely,
MA,SD,Midwest,65+,70-74,Hispanic,Female,Highly Likely,
MA,SD,Midwest,65+,70-74,Asian,Male,Highly Likely,13
MA,SD,Midwest,65+,70-74,Asian,Female,Highly Likely,20
MA,SD,Midwest,65+,70-74,Other,Male,Highly Likely,31
MA,SD,Midwest,65+,70-74,Other,Female,Highly Likely,40
MA,SD,Midwest,65+,70-74,AI/AN,Male,Highly Likely,
MA,SD,Midwest,65+,70-74,AI/AN,Female,Highly Likely,
MA,SD,Midwest,65+,75-79,White,Male,Highly Likely,3682
MA,SD,Midwest,65+,75-79,White,Female,Highly Likely,4176
MA,SD,Midwest,65+,75-79,Black,Male,Highly Likely,12
MA,SD,Midwest,65+,75-79,Black,Female,Highly Likely,11
MA,SD,Midwest,65+,75-79,Hispanic,Male,Highly Likely,
MA,SD,Midwest,65+,75-79,Hispanic,Female,Highly Likely,
MA,SD,Midwest,65+,75-79,Asian,Male,Highly Likely,
MA,SD,Midwest,65+,75-79,Asian,Female,Highly Likely,
MA,SD,Midwest,65+,75-79,Other,Male,Highly Likely,30
MA,SD,Midwest,65+,75-79,Other,Female,Highly Likely,24
MA,SD,Midwest,65+,75-79,AI/AN,Male,Highly Likely,20
MA,SD,Midwest,65+,75-79,AI/AN,Female,Highly Likely,47
MA,SD,Midwest,65+,80-84,White,Male,Highly Likely,2642
MA,SD,Midwest,65+,80-84,White,Female,Highly Likely,3393
MA,SD,Midwest,65+,80-84,Black,Male,Highly Likely,
MA,SD,Midwest,65+,80-84,Black,Female,Highly Likely,
MA,SD,Midwest,65+,80-84,Hispanic,Male,Highly Likely,
MA,SD,Midwest,65+,80-84,Hispanic,Female,Highly Likely,
MA,SD,Midwest,65+,80-84,Asian,Male,Highly Likely,
MA,SD,Midwest,65+,80-84,Asian,Female,Highly Likely,
MA,SD,Midwest,65+,80-84,Other,Male,Highly Likely,
MA,SD,Midwest,65+,80-84,Other,Female,Highly Likely,
MA,SD,Midwest,65+,80-84,AI/AN,Male,Highly Likely,
MA,SD,Midwest,65+,80-84,AI/AN,Female,Highly Likely,
MA,SD,Midwest,65+,85+,White,Male,Highly Likely,2630
MA,SD,Midwest,65+,85+,White,Female,Highly Likely,4323
MA,SD,Midwest,65+,85+,Black,Male,Highly Likely,
MA,SD,Midwest,65+,85+,Black,Female,Highly Likely,
MA,SD,Midwest,65+,85+,Hispanic,Male,Highly Likely,
MA,SD,Midwest,65+,85+,Hispanic,Female,Highly Likely,
MA,SD,Midwest,65+,85+,Asian,Male,Highly Likely,
MA,SD,Midwest,65+,85+,Asian,Female,Highly Likely,
MA,SD,Midwest,65+,85+,Other,Male,Highly Likely,
MA,SD,Midwest,65+,85+,Other,Female,Highly Likely,
MA,SD,Midwest,65+,85+,AI/AN,Male,Highly Likely,
MA,SD,Midwest,65+,85+,AI/AN,Female,Highly Likely,
MA,TN,South,0-64,<65,White,Male,Highly Likely,42748
MA,TN,South,0-64,<65,White,Female,Highly Likely,48369
MA,TN,South,0-64,<65,Black,Male,Highly Likely,11435
MA,TN,South,0-64,<65,Black,Female,Highly Likely,15089
MA,TN,South,0-64,<65,Hispanic,Male,Highly Likely,167
MA,TN,South,0-64,<65,Hispanic,Female,Highly Likely,102
MA,TN,South,0-64,<65,Asian,Male,Highly Likely,181
MA,TN,South,0-64,<65,Asian,Female,Highly Likely,239
MA,TN,South,0-64,<65,Other,Male,Highly Likely,592
MA,TN,South,0-64,<65,Other,Female,Highly Likely,1027
MA,TN,South,0-64,<65,AI/AN,Male,Highly Likely,81
MA,TN,South,0-64,<65,AI/AN,Female,Highly Likely,78
MA,TN,South,65+,65-69,White,Male,Highly Likely,41826
MA,TN,South,65+,65-69,White,Female,Highly Likely,50544
MA,TN,South,65+,65-69,Black,Male,Highly Likely,8947
MA,TN,South,65+,65-69,Black,Female,Highly Likely,12833
MA,TN,South,65+,65-69,Hispanic,Male,Highly Likely,131
MA,TN,South,65+,65-69,Hispanic,Female,Highly Likely,175
MA,TN,South,65+,65-69,Asian,Male,Highly Likely,417
MA,TN,South,65+,65-69,Asian,Female,Highly Likely,599
MA,TN,South,65+,65-69,Other,Male,Highly Likely,639
MA,TN,South,65+,65-69,Other,Female,Highly Likely,886
MA,TN,South,65+,65-69,AI/AN,Male,Highly Likely,26
MA,TN,South,65+,65-69,AI/AN,Female,Highly Likely,49
MA,TN,South,65+,70-74,White,Male,Highly Likely,47657
MA,TN,South,65+,70-74,White,Female,Highly Likely,60606
MA,TN,South,65+,70-74,Black,Male,Highly Likely,7855
MA,TN,South,65+,70-74,Black,Female,Highly Likely,12001
MA,TN,South,65+,70-74,Hispanic,Male,Highly Likely,231
MA,TN,South,65+,70-74,Hispanic,Female,Highly Likely,199
MA,TN,South,65+,70-74,Asian,Male,Highly Likely,496
MA,TN,South,65+,70-74,Asian,Female,Highly Likely,600
MA,TN,South,65+,70-74,Other,Male,Highly Likely,627
MA,TN,South,65+,70-74,Other,Female,Highly Likely,814
MA,TN,South,65+,70-74,AI/AN,Male,Highly Likely,29
MA,TN,South,65+,70-74,AI/AN,Female,Highly Likely,27
MA,TN,South,65+,75-79,White,Male,Highly Likely,37768
MA,TN,South,65+,75-79,White,Female,Highly Likely,46094
MA,TN,South,65+,75-79,Black,Male,Highly Likely,4330
MA,TN,South,65+,75-79,Black,Female,Highly Likely,7322
MA,TN,South,65+,75-79,Hispanic,Male,Highly Likely,249
MA,TN,South,65+,75-79,Hispanic,Female,Highly Likely,179
MA,TN,South,65+,75-79,Asian,Male,Highly Likely,381
MA,TN,South,65+,75-79,Asian,Female,Highly Likely,384
MA,TN,South,65+,75-79,Other,Male,Highly Likely,394
MA,TN,South,65+,75-79,Other,Female,Highly Likely,524
MA,TN,South,65+,75-79,AI/AN,Male,Highly Likely,18
MA,TN,South,65+,75-79,AI/AN,Female,Highly Likely,18
MA,TN,South,65+,80-84,White,Male,Highly Likely,22727
MA,TN,South,65+,80-84,White,Female,Highly Likely,29834
MA,TN,South,65+,80-84,Black,Male,Highly Likely,2359
MA,TN,South,65+,80-84,Black,Female,Highly Likely,4495
MA,TN,South,65+,80-84,Hispanic,Male,Highly Likely,102
MA,TN,South,65+,80-84,Hispanic,Female,Highly Likely,82
MA,TN,South,65+,80-84,Asian,Male,Highly Likely,223
MA,TN,South,65+,80-84,Asian,Female,Highly Likely,234
MA,TN,South,65+,80-84,Other,Male,Highly Likely,201
MA,TN,South,65+,80-84,Other,Female,Highly Likely,276
MA,TN,South,65+,80-84,AI/AN,Male,Highly Likely,
MA,TN,South,65+,80-84,AI/AN,Female,Highly Likely,
MA,TN,South,65+,85+,White,Male,Highly Likely,15861
MA,TN,South,65+,85+,White,Female,Highly Likely,27520
MA,TN,South,65+,85+,Black,Male,Highly Likely,1545
